1511,298
1511,248
1515,244
1842,243
1842,832
1842,684
1721,685
1718,682
1718,397
1724,393
1842,392
1842,89
1823,88
1803,77
1790,63
1787,51
1790,63
1803,77
1823,88
1842,91
1842,49
1838,46
1791,46
1787,50
1788,48
1782,46
959,48
959,657
958,421
1007,426
1040,438
1065,453
1083,469
1099,490
1107,507
1112,529
1112,550
1105,577
1089,603
1072,620
1056,632
1028,646
995,655
959,659
959,1029
959,657
935,657
899,649
854,626
832,606
820,590
810,568
806,547
807,524
813,503
826,480
847,458
871,442
893,432
920,424
959,420
959,48
137,46
131,50
126,67
113,79
98,87
76,91
98,87
113,79
128,64
132,49
128,46
79,47
76,51
76,394
194,393
198,396
198,682
195,685
76,684
76,833
77,245
401,244
406,247
406,665
406,413
428,414
456,421
497,445
520,470
532,492
540,519
542,542
537,574
520,609
501,631
480,646
455,658
426,665
406,665
406,831
403,834
76,833
76,988
96,991
109,997
127,1013
131,1024
127,1013
109,997
96,991
76,988
77,1030
957,1032
959,1029
958,1031
1783,1032
1787,1030
1790,1016
1801,1003
1823,991
1840,989
1823,991
1801,1003
1790,1016
1787,1028
1789,1032
1839,1032
1842,1029
1842,832
1514,834
1511,831
1511,415
1511,664
1479,663
1437,646
1407,621
1385,587
1376,554
1376,525
1382,499
1396,472
1423,443
1456,423
1489,414
1511,415
1511,298
