1812,528
1812,123
1796,119
1784,112
1778,105
1775,95
1778,105
1784,112
1796,119
1811,122
1812,94
1809,91
1774,92
1775,95
1769,91
958,92
959,538
952,540
959,540
959,687
960,391
941,391
896,399
869,409
838,426
819,441
794,469
777,503
772,530
774,565
783,591
801,619
822,641
851,661
882,675
924,686
959,687
958,987
959,687
978,688
1019,681
1052,669
1088,648
1114,624
1131,600
1141,577
1147,548
1144,513
1135,487
1118,460
1094,436
1068,418
1038,404
1000,394
959,390
958,92
148,91
143,92
143,100
135,112
123,119
109,121
123,119
135,112
143,100
144,93
110,91
107,94
107,395
224,396
227,400
227,679
225,682
107,683
107,861
107,482
105,599
56,597
56,482
60,479
105,479
107,482
107,215
439,215
443,218
445,425
443,654
443,427
453,427
491,462
510,495
518,526
517,562
504,599
490,620
470,641
453,654
444,655
443,861
108,864
107,861
107,957
118,958
131,964
140,973
144,983
140,973
131,964
118,958
107,957
109,987
1774,987
1776,978
1783,968
1793,961
1808,957
1793,961
1783,968
1776,978
1774,987
1810,987
1811,681
1811,864
1478,863
1475,850
1476,428
1475,656
1465,653
1449,641
1420,608
1405,577
1400,548
1402,515
1420,473
1449,440
1466,427
1475,426
1477,216
1809,215
1812,218
1812,394
1695,396
1692,399
1692,680
1810,682
1814,599
1812,529
1812,598
1863,597
1863,482
1859,479
1812,481
1812,529
1584,541
329,539
1812,528
