1919,1077
1,1078
959,971
129,972
1791,972
960,970
1622,879
293,880
1612,877
307,877
1599,874
321,874
1588,872
331,872
1578,869
341,869
1568,866
351,866
1560,864
359,864
1552,861
367,861
1544,859
375,859
1537,856
381,856
1530,853
389,853
1525,851
396,851
401,848
1508,845
1519,848
407,846
1506,843
412,843
418,840
1501,840
424,837
1487,834
1495,837
428,835
443,826
1471,824
1486,832
448,824
452,821
1460,818
1467,822
1453,813
1457,816
466,813
456,819
478,805
474,808
1435,800
1450,811
484,800
481,803
488,797
1432,797
490,795
1421,789
1426,792
500,787
493,792
513,776
510,779
514,776
1403,773
1418,787
522,768
515,773
523,768
1397,767
1400,770
1390,760
1395,766
535,754
525,765
1375,744
1387,757
1371,740
547,740
537,752
1365,733
1369,737
554,731
550,737
1363,730
557,727
556,729
563,719
559,725
1353,717
565,716
1349,710
1350,712
569,709
568,712
1347,707
572,707
1343,701
1344,704
575,701
575,704
1341,697
578,697
1337,691
1338,693
581,692
1334,683
1334,687
585,683
584,686
1331,680
587,680
1328,671
1328,675
591,670
591,675
1325,664
1325,668
594,664
594,668
388,664
387,668
1585,662
1532,662
1531,668
1533,662
338,662
338,665
259,663
265,666
1726,661
1722,667
1661,661
1657,665
1649,665
1646,662
1785,660
192,660
196,664
200,661
134,660
1322,657
1322,663
597,657
597,662
1318,650
1319,654
600,650
600,654
603,642
603,646
1315,641
1316,646
1312,632
1312,638
607,631
606,637
941,628
1472,625
446,625
1404,622
1309,622
1309,628
922,622
516,622
610,621
609,627
1489,620
430,620
1010,618
528,617
1504,612
415,612
1376,609
1393,618
1306,609
1306,617
613,609
613,617
1027,608
1026,610
891,607
896,610
545,607
534,615
546,607
1517,602
401,602
1362,598
1374,607
1040,598
1033,604
1303,594
1303,605
877,594
881,599
616,594
616,604
1526,593
393,593
1046,591
1042,596
563,591
550,604
1356,590
1359,594
1529,589
390,589
869,585
873,590
569,583
566,588
1349,582
1353,588
1053,582
1049,588
1535,580
866,580
867,582
1347,579
1055,577
1538,576
572,576
571,579
863,575
381,574
382,578
1300,573
1300,591
1343,572
1058,572
1058,575
619,572
619,590
575,570
575,575
860,568
861,571
1340,563
1341,567
578,562
578,566
1062,561
1061,566
1544,560
374,562
857,558
858,563
974,556
206,554
942,552
949,557
201,551
1721,548
1716,552
198,548
371,545
371,549
1692,544
1692,547
1702,554
1548,543
1547,548
227,543
222,551
1337,542
1338,559
1689,538
1689,541
1723,534
1723,545
936,534
936,544
195,534
195,545
1547,531
1548,535
983,531
983,547
1694,530
1692,534
1696,530
198,530
940,529
854,529
854,550
371,529
371,534
1716,527
1720,530
220,527
227,536
202,528
207,525
1706,524
1698,528
1713,525
976,524
1064,522
1064,557
974,522
947,522
942,526
950,522
581,521
581,557
1338,520
1337,537
954,519
1544,517
374,517
622,516
622,563
1297,515
1297,565
858,515
857,522
1061,512
1062,517
578,512
578,517
1341,511
1340,516
861,507
860,509
1344,504
1058,504
1058,507
575,504
575,508
1538,502
381,502
864,501
863,504
1348,499
1055,499
1055,502
571,499
572,502
1739,497
1739,582
867,497
180,497
180,582
1353,491
1349,496
566,491
569,496
1048,490
1052,496
873,489
870,493
619,489
619,507
1529,489
1300,488
1300,506
391,487
390,489
1526,486
393,486
1359,484
1356,488
559,483
563,488
1042,482
1046,488
1520,480
883,479
877,485
1517,477
1366,477
1363,480
1367,477
402,477
1515,475
1303,474
1303,485
1032,474
1039,480
889,474
616,474
616,485
549,474
557,481
1025,469
1029,472
895,469
892,472
896,469
1020,466
416,466
906,464
531,464
547,472
1306,461
1306,470
1012,461
1015,464
912,461
613,461
613,471
525,461
1489,459
1398,458
1369,475
1400,459
431,459
1408,456
511,456
1472,453
447,454
1309,452
