1812,917
1821,917
1820,953
1767,952
1771,939
1782,927
1806,917
1812,917
1766,953
959,953
958,665
1005,660
1044,649
1075,634
1097,618
1120,593
1133,566
1137,532
1130,504
1116,480
1093,457
1055,434
1024,423
995,417
940,415
893,423
858,436
832,451
798,484
786,506
780,528
780,551
787,575
804,602
826,623
851,639
888,654
925,662
960,664
958,545
962,539
959,538
959,416
957,540
958,665
960,125
1820,125
1820,162
1808,162
1788,155
1772,141
1767,131
1767,126
1821,163
1821,346
1588,347
1587,448
1562,448
1531,455
1490,476
1472,493
1458,517
1455,550
1468,580
1495,606
1536,625
1564,631
1586,632
1587,448
1587,730
1820,731
1821,444
1704,444
1704,634
1820,635
1821,346
1821,917
1586,632
1587,446
1821,162
1767,125
97,127
97,634
216,634
216,444
98,443
97,730
332,731
333,631
357,631
385,625
427,605
448,586
458,572
465,551
466,535
460,511
454,500
422,470
403,460
375,451
350,447
333,448
332,347
98,347
334,447
333,633
97,732
98,953
151,952
148,940
136,927
123,920
98,916
152,953
959,953
150,953
97,731
97,161
115,161
134,153
147,140
151,125
959,126
1768,953
1646,540
1649,539
271,540
1812,917
