1807,948
1816,948
1816,989
1813,992
1762,991
1765,975
1772,965
1787,953
1799,948
1807,948
1761,992
960,992
959,697
1013,691
1052,678
1089,657
1122,627
1146,590
1158,552
1158,503
1149,472
1136,447
1121,427
1099,406
1066,384
1037,371
1009,363
979,359
927,360
874,374
846,388
816,409
793,433
774,462
764,488
759,517
760,550
773,591
788,616
817,647
847,668
879,683
921,694
960,696
959,540
965,540
959,538
959,360
958,539
955,540
959,540
959,697
959,88
962,86
1760,86
1767,107
1781,122
1798,130
1814,132
1816,90
1812,86
1761,87
1816,132
1816,302
1597,302
1594,307
1595,466
1577,478
1561,502
1554,528
1554,551
1559,572
1569,591
1583,607
1595,609
1595,470
1594,772
1597,777
1813,777
1815,442
1741,441
1737,446
1737,633
1740,637
1814,637
1815,303
1816,948
1593,610
1594,468
957,86
159,86
156,88
153,105
139,121
121,130
102,133
102,636
179,635
179,443
103,441
102,776
319,777
322,773
322,614
339,606
356,583
364,562
366,530
360,505
349,485
335,470
322,467
322,612
320,302
103,301
103,990
156,991
151,971
139,958
120,948
103,947
157,992
960,992
155,992
102,777
102,94
106,86
959,88
1763,992
1663,539
256,540
1807,948
