1713,660
331,207
336,207
195,882
127,883
127,970
127,109
128,197
287,197
126,198
128,882
289,882
195,882
386,856
381,856
386,856
466,813
456,819
464,814
1792,411
1792,112
1791,197
1631,197
1792,198
1792,966
1791,882
1631,882
1792,881
1792,411
477,442
478,418
395,419
476,419
478,450
496,451
484,450
477,453
477,626
496,628
478,629
476,660
470,660
477,659
478,629
464,628
478,627
478,452
465,451
477,451
478,448
515,972
1791,972
962,972
961,969
957,972
129,972
515,972
1023,612
962,519
953,520
966,519
616,480
616,474
616,485
616,480
818,107
129,107
958,107
961,110
961,107
1790,107
818,107
956,450
979,451
942,451
1440,451
1442,419
1523,419
1441,420
1441,449
1455,451
1441,451
1441,627
1455,628
1441,629
1442,660
1441,629
1423,628
1441,627
1441,452
1431,450
1419,626
1411,625
1418,626
1534,223
1539,223
1536,223
1608,877
1602,877
1612,877
144,419
1334,393
619,489
619,507
619,489
1426,792
180,528
180,582
180,497
180,528
1785,660
1299,499
1300,488
1300,506
1299,499
367,218
1300,589
1300,573
1300,591
1344,375
1343,378
886,476
1739,557
1739,497
1739,582
1739,557
190,419
198,410
196,415
201,419
255,419
262,414
269,414
276,419
332,419
336,416
342,419
382,419
342,419
337,415
339,410
332,419
276,419
269,414
262,414
255,419
201,419
197,416
179,419
1374,607
1362,598
1370,605
983,541
983,531
983,547
983,541
578,562
578,566
578,563
338,662
338,665
358,215
364,215
1297,517
1297,565
1297,515
1472,625
1466,625
1472,625
1437,276
1441,274
356,866
351,866
1599,204
1592,205
979,628
941,628
979,628
1559,419
1573,419
1535,419
1530,412
1535,419
1559,419
1578,210
1571,210
1576,210
1406,456
1402,456
1408,456
1450,811
1435,800
1450,811
622,553
622,516
622,563
622,553
528,317
1561,660
594,664
594,668
939,548
520,620
616,599
616,604
616,594
616,599
1625,880
1615,879
1498,840
1303,598
1303,605
1303,594
1303,598
1678,419
1665,419
1677,419
1390,617
1375,609
1392,618
972,557
1337,545
1338,559
1337,542
1337,545
493,286
479,276
501,292
493,286
613,470
613,461
613,471
1548,660
519,458
523,459
519,458
562,358
1735,419
1785,419
1723,417
1722,411
1723,417
1735,419
1467,257
317,877
307,877
317,877
1680,419
1715,419
1680,419
994,623
1001,623
994,623
500,787
493,792
498,789
1597,660
193,661
196,664
200,661
196,664
192,660
1578,418
1581,411
1581,415
1587,419
1638,419
1587,419
1581,416
609,627
610,621
609,627
396,851
1344,704
1343,701
1344,704
1657,665
1649,665
1646,662
1649,665
1657,665
1662,661
1657,665
543,746
537,752
547,740
543,746
1545,220
559,355
556,349
559,354
1591,874
1599,874
1591,874
1667,660
1672,660
1403,623
606,444
607,447
606,442
582,541
581,521
581,557
590,405
591,409
590,406
259,663
264,666
270,665
264,666
259,662
1491,244
217,525
207,525
1492,837
1487,834
1548,543
1547,548
1548,543
1369,737
1365,733
545,472
531,464
542,470
407,846
1058,504
1058,507
1058,504
430,620
1560,864
907,617
912,618
909,617
1588,207
1581,207
1589,207
390,488
1418,787
1403,773
1416,785
619,587
619,572
619,590
581,386
581,389
854,530
854,550
854,529
1419,453
1413,453
359,864
961,559
952,559
969,559
961,559
1315,434
1315,437
1316,432
552,477
557,481
549,474
552,477
371,546
371,549
371,545
600,429
600,424
600,429
1015,464
1012,461
1008,461
1015,464
1382,466
1369,475
1390,461
1400,459
1383,466
913,459
916,458
310,201
1328,405
1328,408
1328,403
525,765
535,755
525,764
575,570
591,675
591,670
936,537
936,534
936,544
936,537
1547,531
1548,535
1547,531
1723,663
1722,667
1726,661
1723,663
1358,486
1356,488
1359,484
942,526
950,522
945,524
575,504
575,508
575,505
1426,286
1422,289
1426,286
353,212
356,213
351,212
418,613
415,612
418,613
551,344
553,347
550,342
1713,554
1702,554
1694,549
1692,544
1694,549
609,456
609,452
610,457
1306,464
1306,470
1306,461
1306,464
394,228
397,228
613,609
613,617
524,313
525,316
1519,231
569,496
566,492
568,495
1530,853
1527,853
1322,419
388,412
388,415
392,418
388,415
389,411
1344,574
864,501
863,504
864,501
974,522
1064,547
1064,557
1064,522
1064,547
1337,529
1338,520
1337,537
1337,529
1312,445
1313,440
1312,448
1312,445
562,593
550,604
563,591
1319,424
1318,429
1319,424
566,364
1400,770
1050,586
1049,588
1053,582
1050,586
571,499
572,502
1458,263
600,654
600,650
600,654
1644,418
1649,414
1661,417
1649,414
1010,618
206,554
1353,492
1349,496
1353,491
1475,827
1469,824
1486,832
544,335
537,326
544,335
431,459
1353,588
1309,452
1309,458
322,204
1023,467
1020,466
1022,467
923,623
927,623
921,623
857,562
857,558
858,563
1055,499
1055,502
1055,499
597,421
597,417
597,421
1432,797
901,466
225,531
220,527
227,536
225,531
597,659
597,662
597,657
1460,818
1519,848
575,701
575,704
575,701
195,538
195,534
195,545
195,538
1353,717
1504,612
1400,620
502,626
1312,638
1312,632
1312,637
892,607
896,610
892,607
870,493
873,489
871,492
1496,241
929,625
936,626
1341,567
1340,563
1340,566
389,226
1325,413
1326,410
1325,415
1529,489
1344,504
367,861
371,861
563,719
559,725
563,720
1568,866
1563,866
1334,686
1334,683
1334,687
860,511
861,507
860,511
424,241
427,242
531,615
545,607
534,615
1696,530
1692,534
1695,530
1405,303
1403,305
1420,292
1405,303
433,246
1325,668
1325,664
1325,667
331,872
338,872
331,872
416,466
1533,662
1530,664
1531,668
1532,662
321,874
326,874
221,551
227,543
222,551
1394,314
1397,311
1033,604
1040,598
300,199
292,199
303,199
300,199
371,534
371,529
864,577
991,453
983,453
990,453
1525,228
1521,228
1524,228
1723,545
1724,541
1723,534
1723,544
939,453
930,454
935,453
1582,871
1588,872
490,795
1453,813
1457,816
1454,814
1489,459
1487,458
1489,459
1338,693
568,585
569,583
566,588
568,585
912,461
584,393
873,590
869,585
134,660
138,660
449,453
453,453
448,453
603,434
603,437
603,432
1390,760
1395,766
1061,512
1062,517
1061,514
293,880
302,879
517,773
923,456
927,456
920,456
473,808
1045,487
1042,482
1046,488
1716,527
1720,530
1718,528
1061,566
1062,561
1061,566
1543,859
1521,660
1514,660
1521,660
442,252
950,557
468,267
883,599
877,594
585,683
584,686
1322,660
1322,663
1322,657
1322,660
517,456
198,530
992,625
1506,843
1503,842
1608,202
1603,202
1612,202
1003,458
1350,367
1383,753
1375,745
1387,757
1383,753
443,826
515,304
519,308
374,220
510,299
506,296
509,299
487,798
347,210
340,210
1544,562
571,579
572,576
571,579
1303,479
1303,474
1303,485
1303,479
1341,512
1340,516
1341,511
575,376
1348,499
1347,501
1348,499
501,453
857,522
858,515
857,522
387,668
388,664
146,660
1050,493
1048,490
1052,496
1050,493
900,613
1713,525
1706,524
1698,528
1706,524
1713,525
1503,236
1507,236
1528,591
506,782
503,785
506,782
1450,660
1306,617
1306,609
1306,615
201,551
