896,86
155,87
153,105
139,121
121,130
105,132
121,130
139,121
153,105
157,87
106,86
103,89
102,133
105,132
102,133
102,776
102,636
179,635
179,443
102,442
103,301
320,302
322,611
322,467
335,470
349,485
360,505
366,530
364,562
356,583
339,606
330,611
322,611
322,773
319,777
102,776
102,946
120,948
139,958
151,971
156,986
151,971
139,958
120,948
102,946
102,985
105,992
959,991
959,540
955,540
959,538
959,361
959,538
965,540
959,540
960,696
998,694
1031,686
1063,673
1098,650
1122,627
1143,596
1155,567
1160,534
1158,503
1146,465
1129,437
1105,411
1066,384
1037,371
1009,363
959,358
959,89
960,359
927,360
882,371
846,388
816,409
793,433
774,462
764,488
759,517
760,550
773,591
788,616
817,647
847,668
879,683
921,694
959,697
958,992
1761,992
1765,975
1778,959
1794,950
1808,947
1799,948
1778,959
1765,975
1761,992
1813,992
1816,989
1815,304
1815,442
1741,441
1737,446
1737,633
1740,637
1815,638
1815,776
1597,777
1594,772
1595,472
1594,611
1583,607
1569,591
1559,572
1554,551
1555,522
1565,494
1583,472
1594,468
1595,472
1594,307
1597,302
1811,301
1815,304
1816,131
1798,130
1781,122
1767,107
1763,95
1767,107
1781,122
1798,130
1816,133
1816,90
1812,86
1761,87
1763,92
1760,86
958,87
959,89
957,86
896,86
256,540
251,539
1663,539
896,86
