6,257
6,175
10,170
950,171
953,211
954,426
990,426
1025,431
1064,442
1090,454
1115,469
1136,489
1147,506
1154,532
1152,553
1141,576
1118,600
1095,615
1069,627
1034,638
956,647
959,904
955,537
926,537
955,535
954,427
955,535
991,535
955,537
957,646
917,644
874,636
817,613
793,596
774,575
765,558
761,536
766,511
777,492
816,459
837,448
878,434
908,428
954,425
951,172
1908,170
1911,175
1911,744
1910,588
1705,588
1700,585
1701,487
1701,584
1697,588
1638,588
1600,580
1574,565
1565,555
1559,541
1561,523
1573,506
1593,493
1619,485
1642,482
1693,482
1701,487
1700,485
1708,482
1749,485
1757,482
1911,483
1910,326
1599,327
1541,332
1473,347
1440,359
1390,385
1359,408
1334,432
1304,479
1296,505
1293,529
1299,578
1314,612
1334,639
1363,667
1394,689
1453,717
1519,735
1611,745
1911,744
1911,903
1907,909
963,909
958,906
959,904
954,909
11,909
6,904
6,588
214,587
218,585
217,488
217,584
222,588
274,588
321,579
342,567
354,554
359,542
359,528
352,514
336,499
318,490
294,484
222,482
217,488
212,482
7,482
6,324
7,745
312,745
402,735
462,718
491,706
535,682
562,661
591,631
607,606
620,573
624,555
625,527
615,481
587,436
550,400
492,365
432,343
354,329
279,325
7,325
6,257
159,499
152,499
144,506
137,507
160,498
1787,525
1791,528
1779,518
1787,525
140,519
129,527
134,521
141,519
1785,550
1794,540
1781,552
1785,550
1780,564
1767,573
1759,573
1767,573
1776,565
1783,563
145,567
137,564
156,574
145,567
130,545
136,552
1770,502
1762,499
1767,499
1781,508
1770,502
6,257
