1837,990
1842,990
1842,1029
1839,1032
1787,1030
1790,1016
1801,1003
1818,993
1837,990
1783,1032
962,1032
959,1030
959,659
995,655
1028,646
1056,632
1079,614
1099,589
1109,565
1112,529
1108,510
1099,490
1083,469
1065,453
1044,440
999,424
972,421
932,422
888,434
847,458
819,491
810,510
806,531
807,555
813,576
824,596
844,618
866,634
899,649
935,657
960,658
961,47
1782,46
1787,49
1792,66
1803,77
1823,88
1842,89
1840,47
1786,48
1842,90
1842,243
1513,245
1511,415
1489,414
1456,423
1428,439
1408,457
1392,478
1378,511
1376,554
1382,580
1392,601
1407,621
1423,636
1462,658
1486,664
1511,664
1511,415
1511,831
1514,834
1841,834
1842,394
1724,393
1718,397
1718,682
1721,685
1841,685
1842,243
1842,990
1510,665
1511,413
958,47
137,46
131,50
126,67
113,79
98,87
76,91
76,684
195,685
198,682
198,396
194,393
77,393
76,833
403,834
406,831
406,665
426,665
455,658
480,646
501,631
520,609
537,574
542,542
540,519
532,492
520,470
497,445
477,431
447,418
428,414
406,415
404,245
77,245
407,414
406,667
76,835
76,1028
79,1032
129,1032
131,1024
127,1013
109,997
96,991
77,989
136,1032
960,1031
131,1030
76,834
76,51
79,47
959,49
1787,1030
1837,990
